Male-Female ratio,Total suicide rate,Poverty Value
3.04702317,9.11394,
3.3799990760000003,8.201165,
3.7675493689999997,13.159920000000001,
4.997783296000001,2.5764270000000002,
1.6917619369999999,24.59151,
2.147010652,5.8208269999999995,
3.0993516210000003,9.0554,
2.241921793,8.411093,8.9
2.130029399,8.116419,
3.584370512,11.221060000000001,
3.130567263,9.414491,
3.075045713,7.869432000000001,
2.1939395719999997,22.57001,
3.488653872,2.5951,
3.1053632789999996,6.741952,
1.579055647,22.29591,
2.006613829,6.296042,
3.192203749,9.763074000000001,
3.817543953,5.949848,
3.328319818,6.002937,
2.059632503,9.073273,8.9
3.379705672,14.559920000000002,
2.8728711560000004,19.60526,
2.121933578,4.269865,
2.065972035,8.081386,
3.568812603,10.248619999999999,
3.095153602,10.52931,
3.2567667819999997,7.786166000000001,
2.237533763,21.804170000000003,
5.1942909639999995,18.39353,
3.7968275989999998,13.29235,
3.841675586,2.139424,
2.7609916589999997,6.215577,
1.525598571,22.08236,
1.966645444,6.490525,
3.0381046489999997,10.142510000000001,
2.992164485,6.338094,
2.90077304,6.088732,
1.834350454,8.763982,8.9
3.7442893130000003,14.89569,
3.03140903,19.82315,
2.044589321,5.576343,
2.199388764,7.789028999999999,
3.704064343,9.890234,
2.313132549,15.98879,
2.6964094960000002,10.77947,
3.443998793,7.629455999999999,
4.843954621999999,1.1437410000000001,41.82222222222222
2.617768149,18.96523,
2.092182001,22.97208,
4.28264409,18.1846,
3.7753781139999996,13.181410000000001,
3.9283745939999997,2.084519,
2.457512561,6.314083,
1.569268202,23.71347,
1.974752055,6.7085539999999995,
2.58072817,9.711038,
2.745877408,6.933944,
3.412626255,6.0441080000000005,
2.330025799,9.034234,8.9
3.0930512969999997,16.38975,
3.657920844,20.13758,
4.053304553,6.223582,
2.104559239,8.469019,
3.8664156789999997,9.985363000000001,
2.364027248,16.459970000000002,
3.0180437689999997,10.70571,
3.001702755,11.33692,
3.1436980119999998,7.803952000000001,
4.6296739460000005,1.9392349999999996,41.82222222222222
2.913708155,19.44373,
2.14516624,22.0815,
4.451868064,19.808139999999998,
3.821174502,13.92929,
4.59099289,2.020635,
2.54490792,5.898098,
1.707157658,26.39625,
2.097053282,6.418634,
3.254685143,8.59666,
4.947586558999999,6.780933,
3.5784535660000003,5.903178,
1.997287187,10.22454,8.9
3.1171289339999997,14.8011,
3.081056704,20.834220000000002,
2.491212366,6.130192,
2.056846207,8.928727,
4.033025616000001,10.05145,
2.237045083,17.54097,
2.912951685,10.29923,
2.301162602,20.5962,
2.995276586,10.973989999999999,
3.192913652,7.667578,
5.949265854,5.732178,16.42
7.235706628000001,1.592191,41.82222222222222
2.7673135980000003,18.7464,
2.264345647,22.07839,
4.227684242,20.871170000000003,
3.62577686,13.754610000000001,
2.347915774,20.56651,14.15
3.590967033,2.3620400000000004,
2.7483709739999997,6.432989,
1.713670166,28.07184,
3.4708675879999995,1.542594,45.36666666666667
1.761619675,6.137308999999999,
2.746938213,9.072194999999999,
3.84792721,6.805039,
4.764635897,9.764024000000001,
3.488064291,5.536589,
2.2573720269999997,9.111322,8.9
3.224560513,15.539320000000002,
2.7638777119999998,19.63045,
4.673040222,7.998585,
1.909903561,8.922245,
3.597398545,10.12583,
2.306860859,12.86885,
4.242107691,7.14124,
2.173852791,17.215970000000002,
2.7985633489999997,10.83826,
2.396289827,19.92693,
2.557333264,11.9794,
3.390424554,8.347555,
4.73340024,9.149643,16.42
6.6531576249999995,1.259542,41.82222222222222
2.678242075,19.39845,
2.1241338080000003,21.210379999999997,
4.447240686000001,23.298779999999997,
3.376337416,14.989170000000001,
2.581004746,19.2651,14.15
5.392166314,2.63976,
2.755666715,6.47865,
1.617269761,27.20567,
3.02392847,1.9922490000000002,45.36666666666667
1.5585949369999998,6.024011,
2.0415904819999997,9.458788,
4.481441392,6.656648,
4.938218312,10.68105,
3.051626532,5.30954,
2.625123955,10.25548,8.9
3.43839294,17.58902,
2.949515755,19.803639999999998,
6.442483704,7.2831850000000005,
1.8762689959999999,9.326525,
3.647090499,9.942091,
2.231280967,15.14202,
3.6338126739999996,7.792184,
2.278906719,16.75506,
2.641631207,12.24532,
2.5069754140000002,20.9564,
2.629816417,11.964830000000001,
3.6023916710000004,8.257942,
5.759339856,9.159602,16.42
5.923355571999999,0.8708676999999999,41.82222222222222
2.7688006080000003,19.76243,
2.116092669,20.65602,
3.863287443,22.88635,
3.243691379,14.17177,
2.611648035,21.22462,14.15
3.666921583,2.4785470000000003,
2.6148431519999997,6.252029,
1.615644939,26.59276,
3.0925948700000006,2.008836,45.36666666666667
1.47989037,6.402703,
2.55057028,10.02139,
4.198125783,6.65373,
4.069976582,8.586464,
2.9602354269999998,5.280958,
2.728018342,10.87995,8.9
3.540675683,17.43832,
3.2711963689999997,19.26623,
14.59078027,7.703564,
1.806947481,9.353083999999999,
3.72282962,9.770529,
2.403169556,11.892439999999999,
3.741283405,6.423306,
2.217153212,16.411179999999998,
3.102981275,12.51539,
2.453268706,20.79216,
2.8667325010000004,12.1242,
4.011051746000001,8.249329,
4.673624232,8.201006,16.42
2.977964593,3.027905,41.82222222222222
2.68286741,19.55592,
2.246194122,19.636020000000002,
3.77422257,22.13796,
3.2467699210000003,14.285470000000002,
2.454242484,23.01719,14.15
3.447584724,2.666456,
2.544150761,5.9408650000000005,
1.547725904,27.66998,
3.433357418,2.393625,45.36666666666667
1.796629401,6.724334,
3.0652868239999997,10.16197,
4.541577398,6.561033999999999,
3.6914807510000003,9.343463999999999,
3.028687746,5.0396589999999994,
2.977901449,11.22152,8.9
3.0330165260000004,14.90001,
2.978305368,19.4159,
3.901142335,4.839097,
1.8399991180000002,9.39134,
3.6499081589999998,10.75953,
3.2392956280000003,11.72974,
3.6562879589999997,7.789600999999999,
2.331025242,16.91541,
2.917857055,11.269219999999999,
2.554199206,21.81896,
2.734352425,10.79907,
3.720728481,8.147938,
4.963732062,6.93117,16.42
2.747781522,3.5643710000000004,41.82222222222222
2.730834265,20.90478,
2.274340633,19.808,
3.901616823,20.87642,
3.1744380160000003,14.609729999999999,
2.7378082139999997,25.01546,14.15
3.422544921,2.569155,
2.552818516,5.9783040000000005,
1.49259569,24.61028,
3.5687097599999995,2.610376,45.36666666666667
1.72772598,6.9965399999999995,
3.4659010560000003,9.240169999999999,
3.133932901,7.132935000000001,
4.626286835,7.339003999999999,17.1
4.891432413,9.703836,
3.233785379,5.153630000000001,
2.2496264,10.7647,8.9
2.956311592,15.868120000000001,
3.4405607330000003,17.98966,
1.7972199969999998,9.215195,
3.6555909769999997,10.66436,
3.328406383,12.4441,
2.401927218,7.69146,
2.243165732,16.6044,
2.520857693,10.84956,
2.434064352,20.19164,
2.9023261430000002,12.10405,
3.99779148,8.403478999999999,
4.258015598,9.322284,16.42
3.2056758119999995,3.6479279999999994,41.82222222222222
2.479830205,21.57999,
2.103357557,18.923270000000002,
3.9918720010000004,21.18496,
3.3280753919999997,13.82906,
2.548225626,24.0992,14.15
2.471961039,2.859048,
2.442584519,5.758146,
1.446518129,23.21706,
3.0071377669999997,2.510826,45.36666666666667
1.7229746019999999,6.644284,
2.663792912,10.2839,
4.37348608,6.053056,
4.9367210969999995,8.736814,17.1
4.080894164,9.007988000000001,
3.1240120389999997,5.520239,
2.527659019,12.93573,8.9
3.027759515,15.2327,
2.749412123,17.785629999999998,
3.4424591010000003,4.224579,
1.8009466790000002,9.088522,
3.439486811,10.78558,
2.7449604410000004,13.09532,
3.162728925,7.849769,
2.23185673,16.64503,
2.578194147,12.21164,
2.564374761,19.24125,
2.9002267789999996,12.21452,
4.052930298,8.312451,
3.587990888,9.362956,16.42
2.407781158,4.86364,41.82222222222222
2.7096677060000003,19.954060000000002,
2.069782446,15.55525,
4.10978145,21.32791,
3.5442343710000004,13.910070000000001,
2.054196324,4.290765,
2.602079357,24.43875,14.15
3.8500601910000003,3.269393,
2.445018709,5.20988,
1.400094543,21.11743,
9.816575986,4.575146,
3.8494904819999998,2.354637,45.36666666666667
1.928497319,6.562958999999999,
3.319272458,9.060349,
4.079741055,6.249229,
4.7728136569999995,9.564972000000001,17.1
3.604642265,9.241166,
3.547186953,5.153321,
2.230742384,12.5786,8.9
3.083825912,14.734420000000002,
2.54360219,17.05184,
3.5729219389999995,4.686509,
1.691923719,9.13943,
3.3828395469999997,10.61668,
2.463423593,7.561757000000001,
2.13200519,16.636429999999997,
2.23768361,14.192520000000002,
2.8176161019999997,19.71283,
2.837038045,11.2106,
3.674934732,8.002673,
4.688115156,8.013679,16.42
3.201675963,5.712422,41.82222222222222
6.334164531,3.1910889999999994,21.76666666666667
2.669812909,19.93304,
1.96198468,17.733539999999998,
3.8279979139999996,22.7411,
3.5014052710000003,13.27934,
1.8255821859999999,3.351786,
2.604054485,23.808120000000002,14.15
3.668009533,1.8946740000000002,
2.577737204,5.0773209999999995,
1.464126426,18.91668,
4.784879453,2.866556,
5.100344941,2.212371,45.36666666666667
1.60103672,6.530163,
2.199799381,9.04999,
4.250308939,7.249916000000001,
4.350447489,10.05943,17.1
4.208212035,8.76357,
3.2810619410000004,4.831709,
2.761014537,14.819820000000002,8.9
2.959595947,16.2228,
2.8394940460000004,17.73772,
4.5852350369999995,3.849185,
1.689439711,9.843241,
3.092829115,11.17855,
2.534500386,7.471539,
2.229047001,16.25881,
2.022625695,16.3551,
2.508638591,19.32392,
2.413113918,11.66752,
3.055719472,8.473262,
9.677609821,4.446839,16.42
2.568299111,5.711244999999999,41.82222222222222
5.2137798150000005,5.0869,21.76666666666667
2.7494264210000003,20.5491,
2.074774948,17.73943,
4.3387008410000005,19.644029999999997,
3.472698039,13.758920000000002,
1.941516726,3.7192730000000003,
20.357868370000002,3.7666049999999998,51.93333333333334
2.455616011,25.57378,14.15
2.760838798,2.566983,
2.405900764,4.884308,
1.504359566,17.30252,
10.02973783,3.674238,
3.6867993019999994,2.472383,45.36666666666667
1.851262107,6.089311,
1.9169414230000001,10.28979,
2.8904136260000004,7.292679,
5.188927413,9.06005,17.1
4.307079218999999,9.724658999999999,
2.711202519,15.6672,
3.221485182,4.821046,
2.970946207,15.670520000000002,8.9
2.635665284,16.32049,
2.788473282,16.13738,
8.613595809,2.567165,
1.6386122730000001,10.090119999999999,
2.9185463819999997,11.40495,
3.538033862,10.5521,
2.7856640539999997,7.585800999999999,
2.246590827,17.07545,
1.99078858,15.123170000000002,
2.892779239,19.99342,
2.707967847,11.73851,
2.490889566,8.495569,21.75
3.0313528819999997,9.206102,
4.655518197,3.5451230000000002,16.42
2.3493223209999994,5.996255,41.82222222222222
6.244720858,4.245873000000001,21.76666666666667
1.8350748159999999,12.48559,
2.7225662,19.778589999999998,
1.83574644,19.299210000000002,
3.566778546,20.31372,
3.260170015,13.307929999999999,
2.745839723,3.110028,
6.735159179,3.5613239999999995,51.93333333333334
2.655109903,26.82395,14.15
5.146106985,2.102345,
2.624588628,5.01984,
1.4509825669999998,16.28279,
4.661986882,3.8989949999999998,
3.6182050869999998,2.430185,45.36666666666667
1.764308895,6.484751,
1.639818674,8.602016,
3.820692123,6.609901,
4.402170525,9.172454,17.1
4.702052094,9.650346,
4.162580233,14.75906,
3.5461999289999997,4.801648999999999,
2.352822352,17.494310000000002,8.9
2.597455579,17.42311,
2.633850206,15.95987,
1.5789287140000001,9.696188000000001,
2.9220059089999997,11.15046,
3.550144332,8.92964,
3.248026863,8.17251,
2.2324196119999997,17.78603,
1.768392631,15.433129999999998,
2.52792112,20.16066,
2.360173134,12.73038,
2.0056458409999998,8.836132000000001,21.75
2.898320874,9.751631,
3.4206933509999997,2.4738130000000003,16.42
2.237499096,7.919828,41.82222222222222
12.299155699999998,3.3071249999999996,21.76666666666667
2.845559007,20.48941,
1.7253031019999998,17.74087,
4.31615164,20.221339999999998,
3.46448793,13.53311,
2.182933659,3.1910369999999997,
12.942119410000002,3.4626870000000003,51.93333333333334
2.615843911,27.768440000000002,14.15
7.025491869,1.793074,
2.6487365609999998,5.080476,
1.508884052,15.842360000000001,
12.40560315,5.183848,
3.0885388839999997,2.298479,45.36666666666667
1.75471476,6.784864999999999,
2.072060836,9.86611,
3.455790607,7.193688000000001,
4.824584071,9.625675,17.1
4.528010435,9.415473,
2.151492348,14.09774,
3.2371772080000003,4.588103,
2.42950994,16.24983,8.9
2.6956678760000004,16.62649,
3.039293115,17.28978,
1.5457171269999999,9.024946,
2.7431145089999998,11.52387,
3.128219195,11.47799,
3.3815703360000002,8.598449,
2.200532392,17.56664,
3.233862499,7.916583,
1.68368123,14.58644,
2.713764694,20.39829,
2.508755907,12.0517,
2.47231548,9.524807000000001,21.75
2.966532698,9.506003,
3.734816874,8.50732,16.42
2.144930595,7.3776399999999995,41.82222222222222
11.07040929,4.695526,21.76666666666667
2.87866216,22.1313,
2.0079470440000002,16.25596,
3.5909855810000004,19.54756,
3.244565112,14.06569,
1.826331916,3.089904,
14.76510073,2.7726730000000006,51.93333333333334
2.581961815,27.2135,14.15
3.0438881639999997,2.288637,
2.577500946,4.755507,
1.4234294219999999,16.125020000000003,
3.8043225769999998,5.288391000000001,
3.3133749089999998,2.24384,45.36666666666667
1.8091551559999999,6.974983,
1.807729404,9.772851,
3.195174106,6.464213,
5.247357059,10.478660000000001,17.1
3.9480209389999996,9.795266999999999,
1.696443216,16.72129,
3.594514854,4.460283,
2.2946380790000003,16.488879999999998,8.9
2.6851026410000003,17.66613,
2.848656117,17.3628,
1.553412455,8.776800999999999,
2.80699989,11.28246,
3.0946299689999996,11.12681,
2.96325604,9.177764999999999,
2.249637163,18.11726,
3.4390531,9.915175999999999,
1.759873326,15.658779999999998,
2.8871168989999996,19.63787,
2.504366405,12.59613,
2.637892521,9.771757000000001,21.75
2.785801447,9.954080000000001,
6.207237042,2.656462,16.42
2.0951398340000007,8.422911999999998,41.82222222222222
20.325960799999997,4.536896999999999,21.76666666666667
2.942710066,22.7391,
2.150575646,16.132839999999998,
4.201124158,20.14198,
3.285635988,14.02401,
2.268728147,3.2863230000000003,
8.081959951,4.762258999999999,51.93333333333334
2.7606748160000003,28.619940000000003,14.15
2.9147981360000004,2.499259,
2.618677758,5.072762,
1.422807889,14.90673,
2.6595854919999997,3.35965,
3.2929735689999995,2.701641,45.36666666666667
1.89660721,6.155667,
2.494088563,10.93388,
3.110379935,6.344692,
5.193279334,10.6868,17.1
4.327494983,10.14005,
1.697972143,15.980310000000001,
3.2742829939999996,4.289072,
2.670239911,21.32496,8.9
2.799367075,19.30806,
3.152967214,16.70741,
4.597998685,5.010607,
1.6816168969999998,8.305869,
2.656153065,11.19782,
3.300826463,10.53261,
3.0250241460000002,8.547077999999999,
2.44578916,19.04104,
3.3901316739999996,10.74287,
2.026715155,13.19256,
2.97752575,19.63363,
2.324352946,13.08375,
2.1256537630000003,9.300858999999999,21.75
2.75676834,10.67558,
4.488873255,10.47899,16.42
2.9617128430000004,5.364674,41.82222222222222
11.54756845,3.973892999999999,21.76666666666667
1.6177666880000001,13.98158,
2.805292187,23.26697,
1.908497558,18.82345,
3.885617774,22.06191,
2.9650822519999998,13.76804,
2.9122844519999997,3.4244269999999997,
2.6973749339999995,5.019979,51.93333333333334
2.922605682,30.45475,14.15
3.576103565,2.648572,
2.585123368,4.909084,
1.405045813,15.12224,
2.415669955,2.9565639999999997,
4.263740416,2.141833,45.36666666666667
1.799239667,6.136596,
2.169633871,10.420689999999999,
3.284268796,7.568803,
5.173406314,11.04561,17.1
3.876283805,9.452449,
1.9650499909999999,19.42398,
3.0559466619999998,4.108692,
2.860920919,21.39651,8.9
2.674477981,19.36115,
2.85229917,16.16756,
2.015764602,8.639403,
1.66562872,8.011331,
2.750381581,11.05477,
3.461426047,10.592419999999999,
2.99959409,8.210797,
2.254291634,18.43233,
2.9672316480000003,13.300239999999999,
3.7507685360000003,10.480319999999999,
2.190015302,12.76834,
2.534774004,20.016,
2.557860873,12.58881,
2.1766624759999997,10.71659,21.75
2.53189089,11.75264,
4.135499639,8.529561,16.42
3.941421784,3.9503410000000008,41.82222222222222
14.228443840000002,4.448352,21.76666666666667
1.260117164,12.12626,
3.0510377760000003,21.774639999999998,
1.789723524,19.19158,
3.984199818,23.43647,
3.041928132,13.918170000000002,
2.462848562,3.297191,
4.257946973999999,3.423468,51.93333333333334
2.881080334,29.736490000000003,14.15
2.693596992,1.81854,
2.456812541,5.000934,
1.3920821030000001,15.031889999999999,
14.15207582,1.7863330000000002,
5.921951952000001,1.0068549999999998,45.36666666666667
1.688485569,7.181813000000001,
1.9571545890000002,10.73066,
3.9877253610000003,7.584558,
4.772386179,11.50053,17.1
4.086109895,8.68035,
1.9190698880000001,13.9952,
3.6171591760000004,4.217566000000001,
2.437443972,19.5681,
2.78052237,16.246920000000003,
1.666897733,7.532174,
2.611529388,11.40742,
2.948915964,10.8668,
2.948365512,9.791901,
2.169514017,18.76726,
2.910881026,14.44645,
3.154566584,10.29312,
2.324426473,12.83559,
3.00540952,21.931829999999998,
2.1265701359999998,13.8067,
2.28045348,11.03628,21.75
2.563507448,12.15343,
4.503272658999999,7.418611999999999,16.42
9.198206271999998,3.369492999999999,21.76666666666667
1.53319428,14.18285,
3.059571521,23.75488,
1.848409875,19.6677,
3.9787211460000003,20.95512,
3.0011989430000003,13.73334,
2.575702428,2.90197,
7.653166924,3.976593,51.93333333333334
2.963492627,30.752470000000002,14.15
5.366489695,1.8722869999999998,
2.443265189,5.186391,
1.411687299,15.5977,
4.569369505,2.5276419999999997,
4.884783538,1.6035580000000003,45.36666666666667
1.7107785969999998,7.819364,
2.061647058,10.19759,
2.404369273,7.94972,
5.001243695,11.5039,17.1
4.057515179,8.103641,
1.7773887080000002,13.73209,
3.156039906,3.856842,
2.321305489,19.88535,
2.953193347,17.27734,
3.294600276,10.13952,
1.612975377,6.953133,
2.594913103,11.83682,
2.762041813,9.65274,
3.143663188,9.390052,
2.15558946,19.285420000000002,
1.970500247,14.15584,
2.543653989,20.31294,
2.47285028,12.982999999999999,
2.571763102,11.23274,21.75
2.69225317,12.616539999999999,
5.949208146,7.009671,16.42
7.12134073,4.513410999999999,21.76666666666667
1.63594378,16.16134,
3.31200443,22.63649,
1.8059561000000002,22.50454,
3.9889474810000003,21.10748,
2.869899052,13.659239999999999,
2.547226292,3.066059,
3.86882273,4.443131999999999,51.93333333333334
2.830170583,31.83216,14.15
2.75008945,3.084166,
2.415313173,5.396069000000001,
1.435325096,15.73448,
3.0338495119999997,5.022974,
5.144161002,0.9858096,45.36666666666667
1.575832785,7.983579,
1.772101856,8.871929,
2.9486919680000003,7.7728410000000006,
5.201150284,11.82271,17.1
4.8026566719999995,8.103888000000001,
1.6651704390000002,16.353360000000002,
3.481100009,4.086316,
2.345508181,18.19591,
2.42810366,17.30537,
6.248435412,6.055122,
1.613185659,6.9504850000000005,
2.493238559,11.877839999999999,
3.7188605139999997,10.68481,
3.159483897,8.793550999999999,
2.148786039,18.781270000000003,
2.029717314,13.0239,
2.742546737,20.87694,
2.26410991,13.16265,
2.4722658369999997,10.35056,21.75
2.500573943,12.786389999999999,
5.042484259,6.752884,16.42
3.2241892350000003,4.65205,41.82222222222222
5.413016641,4.327007000000001,21.76666666666667
1.471725362,17.42713,
3.107759826,22.7179,
1.798363767,21.70824,
4.192136341,22.989279999999997,
2.819305628,14.3131,
2.78014725,2.421791,
2.842667497,32.43127,14.15
2.500446855,3.215841,
2.4287358230000002,5.260768,
1.464074963,16.93228,
1.5819509440000001,0.3344417,
4.534935302,2.8720939999999997,
4.819741491,0.9885219,45.36666666666667
1.6324031540000001,7.962560000000001,
2.017789129,9.487917,
2.531303479,8.516699000000001,
5.200890994,11.99342,17.1
4.031180946,7.841224,
2.427137089,16.65082,
3.301129781,4.21391,
2.59146788,18.19821,
2.678866519,18.16105,
2.396322111,11.39815,
1.6342252990000001,6.809535,
2.620464631,12.13471,
4.240069602,11.40697,
3.204636691,8.417902,
2.175901745,17.861929999999997,
2.134535465,12.02608,
2.790644443,19.628770000000003,
2.48179855,12.45009,
2.5373612430000003,10.41801,21.75
2.542782252,13.054839999999999,
4.799314227,6.184073000000001,16.42
4.670545771999999,3.822319999999998,21.76666666666667
1.8868527830000001,19.447589999999998,
3.3141039360000004,20.75337,
1.6862542130000002,21.587410000000002,
2.0881398140000003,28.4586,
1.124020595,0.108874,
3.8897182810000004,22.402839999999998,
2.8979877010000004,13.699029999999999,
2.193235144,2.671934,
2.906343472,32.052929999999996,14.15
2.568586869,3.622531,
2.623371997,5.075356,
1.472272276,17.40054,
2.974387005,7.917421000000001,
5.149579666,0.9116459000000002,45.36666666666667
1.397697954,8.476431,
2.476784138,9.232681,
3.2882647560000002,8.158230999999999,
4.841466485,11.675889999999999,17.1
3.6085034310000004,8.201069,
1.585950145,15.64216,
2.945848268,3.980632,
2.501542866,18.63019,
2.7394348280000003,17.28867,
2.796467665,11.31108,
1.640179661,6.951233,
2.755467124,12.00975,
4.2450739,11.72857,
4.033296094,7.924212,
2.171312414,18.550320000000003,
2.2047622319999998,12.06323,
2.76574685,21.15685,
2.278885474,13.38962,
2.550351144,11.29529,21.75
2.6084735919999997,13.286220000000002,
6.051452387,6.592803999999999,16.42
3.196948913,4.668807,41.82222222222222
5.6994262220000005,5.254248000000001,21.76666666666667
1.5816620630000002,21.26069,
3.334921903,21.04074,
1.9811211069999999,23.28661,
2.108614748,29.79765,
2.9732365830000003,0.0632462,
4.030468859,23.92126,
2.854454023,13.843739999999999,
2.0602638030000002,3.139178,
2.900106376,35.13136,14.15
3.450740195,4.256819,
2.248634568,4.742774,
1.427884091,17.452479999999998,
3.362613718,5.022285,
4.784478963,2.820369,45.36666666666667
1.5677782519999999,8.901922,
2.2416592140000002,9.549904,
3.6549108510000003,9.948808,
4.724398218,11.11854,17.1
3.304564394,8.049552,
1.590463392,13.704070000000002,
2.908686777,3.733753,
2.540449773,17.76685,
2.485648585,18.81595,
1.792632409,8.571753999999999,
1.65314488,7.0541,
2.790134208,12.12908,
2.974512185,11.67496,
3.478749586,6.534744,
2.1833842359999998,18.67815,
2.197331127,11.39783,
3.022104503,21.48004,
1.9720028230000002,13.64228,
2.601973121,11.479460000000001,21.75
2.582595495,12.504560000000001,
5.776114182000001,8.086133,16.42
3.0904611290000004,4.353875000000001,41.82222222222222
4.264077843000001,5.511003000000001,21.76666666666667
1.60403549,20.65146,
3.213970235,20.32091,
1.6960188719999998,21.77992,
2.377807076,0.1390825,
4.168701438,23.645770000000002,
2.808969495,13.911320000000002,
1.7915856490000002,2.53475,
2.936394677,33.18042,14.15
2.348061972,5.251976,
1.36838005,8.390099000000001,
2.436865375,4.90521,
1.5776068369999998,17.71988,
3.4632548260000005,0.5039009,
2.688225545,8.736613,
5.191706127,2.2920540000000003,45.36666666666667
1.5802535180000001,8.604482,
2.073343754,10.10023,
2.6060646430000003,9.354595,
5.491103667000001,11.13316,17.1
3.56340563,8.096561999999999,
1.7503411690000001,15.866060000000001,
3.3509636130000002,3.674462,
2.48720218,17.47587,
2.728649478,20.89678,
2.228810588,10.15632,
1.641364965,6.728405,
2.796973731,12.45698,
4.09363607,9.963992,
3.660397267,7.114197,
2.2021945119999997,18.54281,
2.747949292,11.01759,
3.021966478,20.11514,
2.079500818,14.155120000000002,
2.60196802,12.37924,21.75
2.524667849,12.90813,
4.401040302,6.591233,16.42
3.469456542,4.243285,41.82222222222222
4.948385162999999,7.761082000000001,21.76666666666667
1.4377022959999999,21.284470000000002,
3.197883796,19.20295,
1.860040685,21.44132,
1.562844271,0.11973219999999998,
4.2781879510000005,24.25636,
2.7958236660000004,13.945070000000001,
2.106513654,2.509134,
2.7962321039999996,34.7974,14.15
2.379190371,5.984446,
1.706332234,8.078858,
2.424917389,4.944437000000001,
1.607183901,17.25519,
1.0982325179999999,0.2114564,
1.6075329390000002,6.924563,
4.522186766,2.1200959999999998,45.36666666666667
1.78771932,9.035349,
2.1972603719999997,9.691711999999999,
2.853358514,10.170539999999999,
5.4141916,11.86378,17.1
4.129578807,8.302361,
1.3143245559999999,15.033579999999999,
3.178937517,3.8569,
2.321215338,17.046329999999998,
2.721709085,20.31346,
2.9609975680000002,10.01869,
1.787427237,6.939591,
2.82707131,12.09256,
2.981073617,10.62018,
4.061156878999999,6.174378,
2.242481349,19.204420000000002,
2.861354368,7.778694000000001,
2.596234035,11.29412,
2.681223783,21.48151,
2.012234027,16.3792,
2.75143171,12.56126,21.75
2.882434677,14.12873,
7.739769075,6.894048,16.42
3.989426641999999,3.666697,41.82222222222222
3.6100587669999986,5.392558999999999,21.76666666666667
1.299799441,21.30074,
3.605591412,19.6305,
1.8639370530000001,21.754479999999997,
